"Id","Label","group"
1234,"Woolf_Night_1919_32","Woolf"
1235,"Woolf_Night_1919_33","Woolf"
1236,"Woolf_Night_1919_34","Woolf"
1237,"Woolf_Night_1919_35","Woolf"
1238,"Woolf_Night_1919_36","Woolf"
1239,"Woolf_Night_1919_37","Woolf"
1240,"Woolf_Night_1919_38","Woolf"
1241,"Woolf_Night_1919_39","Woolf"
1242,"Woolf_Night_1919_40","Woolf"
1243,"Woolf_Night_1919_41","Woolf"
1244,"Woolf_Night_1919_42","Woolf"
1245,"Woolf_Night_1919_43","Woolf"
1246,"Woolf_Night_1919_44","Woolf"
1247,"Woolf_Night_1919_45","Woolf"
1248,"Woolf_Night_1919_46","Woolf"
1249,"Woolf_Night_1919_47","Woolf"
1250,"Woolf_Night_1919_48","Woolf"
1251,"Woolf_Night_1919_49","Woolf"
1252,"Woolf_Night_1919_50","Woolf"
1253,"Woolf_Night_1919_51","Woolf"
1254,"Woolf_Night_1919_52","Woolf"
1255,"Woolf_Night_1919_53","Woolf"
1256,"Woolf_Night_1919_54","Woolf"
1257,"Woolf_Night_1919_55","Woolf"
1258,"Woolf_Night_1919_56","Woolf"
1259,"Woolf_Night_1919_57","Woolf"
1260,"Woolf_Night_1919_58","Woolf"
1261,"Woolf_Night_1919_59","Woolf"
1262,"Woolf_Night_1919_60","Woolf"
1263,"Woolf_Night_1919_61","Woolf"
1264,"Woolf_Night_1919_62","Woolf"
1265,"Woolf_Night_1919_63","Woolf"
1266,"Woolf_Night_1919_64","Woolf"
1267,"Woolf_Night_1919_65","Woolf"
1268,"Woolf_Night_1919_66","Woolf"
1269,"Woolf_Night_1919_67","Woolf"
1270,"Woolf_Night_1919_68","Woolf"
1271,"Woolf_Night_1919_69","Woolf"
1272,"Woolf_Night_1919_70","Woolf"
1273,"Woolf_Night_1919_71","Woolf"
1274,"Woolf_Night_1919_72","Woolf"
1275,"Woolf_Night_1919_73","Woolf"
1276,"Woolf_Night_1919_74","Woolf"
1277,"Woolf_Night_1919_75","Woolf"
1278,"Woolf_Night_1919_76","Woolf"
1279,"Woolf_Night_1919_77","Woolf"
1280,"Woolf_Night_1919_78","Woolf"
1281,"Woolf_Night_1919_79","Woolf"
1282,"Woolf_Night_1919_80","Woolf"
1283,"Woolf_Night_1919_81","Woolf"
1284,"Woolf_Night_1919_82","Woolf"
1285,"Woolf_Night_1919_83","Woolf"
1286,"Woolf_Night_1919_84","Woolf"
1287,"Woolf_Night_1919_85","Woolf"
1288,"Woolf_Night_1919_86","Woolf"
1289,"Woolf_Night_1919_87","Woolf"
1290,"Woolf_Night_1919_88","Woolf"
1291,"Woolf_Night_1919_89","Woolf"
1292,"Woolf_Night_1919_90","Woolf"
1293,"Woolf_Night_1919_91","Woolf"
1294,"Woolf_Night_1919_92","Woolf"
1295,"Woolf_Night_1919_93","Woolf"
1296,"Woolf_Night_1919_94","Woolf"
1297,"Woolf_Night_1919_95","Woolf"
1298,"Woolf_Night_1919_96","Woolf"
1299,"Woolf_Night_1919_97","Woolf"
1300,"Woolf_Night_1919_98","Woolf"
1301,"Woolf_Night_1919_99","Woolf"
1302,"Woolf_Night_1919_100","Woolf"
1303,"Woolf_Night_1919_101","Woolf"
1304,"Woolf_Night_1919_102","Woolf"
1305,"Woolf_Night_1919_103","Woolf"
1306,"Woolf_Night_1919_104","Woolf"
1307,"Woolf_Night_1919_105","Woolf"
1308,"Woolf_Night_1919_106","Woolf"
1309,"Woolf_Night_1919_107","Woolf"
1310,"Woolf_Night_1919_108","Woolf"
1311,"Woolf_Night_1919_109","Woolf"
1312,"Woolf_Night_1919_110","Woolf"
1313,"Woolf_Night_1919_111","Woolf"
1314,"Woolf_Night_1919_112","Woolf"
1315,"Woolf_Night_1919_113","Woolf"
1316,"Woolf_Night_1919_114","Woolf"
1317,"Woolf_Night_1919_115","Woolf"
1318,"Woolf_Night_1919_116","Woolf"
1319,"Woolf_Night_1919_117","Woolf"
1320,"Woolf_Night_1919_118","Woolf"
1321,"Woolf_Night_1919_119","Woolf"
1322,"Woolf_Night_1919_120","Woolf"
1323,"Woolf_Night_1919_121","Woolf"
1324,"Woolf_Night_1919_122","Woolf"
1325,"Woolf_Night_1919_123","Woolf"
1326,"Woolf_Night_1919_124","Woolf"
1327,"Woolf_Night_1919_125","Woolf"
1328,"Woolf_Night_1919_126","Woolf"
1329,"Woolf_Night_1919_127","Woolf"
1330,"Woolf_Night_1919_128","Woolf"
1331,"Woolf_Night_1919_129","Woolf"
1332,"Woolf_Night_1919_130","Woolf"
1333,"Woolf_Night_1919_131","Woolf"
1334,"Woolf_Night_1919_132","Woolf"
1335,"Woolf_Night_1919_133","Woolf"
1336,"Woolf_Night_1919_134","Woolf"
1337,"Woolf_Night_1919_135","Woolf"
1338,"Woolf_Night_1919_136","Woolf"
1339,"Woolf_Night_1919_137","Woolf"
1340,"Woolf_Night_1919_138","Woolf"
1341,"Woolf_Night_1919_139","Woolf"
1342,"Woolf_Night_1919_140","Woolf"
1343,"Woolf_Night_1919_141","Woolf"
1344,"Woolf_Night_1919_142","Woolf"
1345,"Woolf_Night_1919_143","Woolf"
1346,"Woolf_Night_1919_144","Woolf"
1347,"Woolf_Night_1919_145","Woolf"
1348,"Woolf_Night_1919_146","Woolf"
1349,"Woolf_Night_1919_147","Woolf"
1350,"Woolf_Night_1919_148","Woolf"
1351,"Woolf_Night_1919_149","Woolf"
1352,"Woolf_Night_1919_150","Woolf"
1353,"Woolf_Night_1919_151","Woolf"
1354,"Woolf_Night_1919_152","Woolf"
1355,"Woolf_Night_1919_153","Woolf"
1356,"Woolf_Night_1919_154","Woolf"
1357,"Woolf_Night_1919_155","Woolf"
1358,"Woolf_Night_1919_156","Woolf"
1359,"Woolf_Night_1919_157","Woolf"
1360,"Woolf_Night_1919_158","Woolf"
1361,"Woolf_Night_1919_159","Woolf"
1362,"Woolf_Night_1919_160","Woolf"
1363,"Woolf_Night_1919_161","Woolf"
1364,"Woolf_Night_1919_162","Woolf"
1365,"Woolf_Night_1919_163","Woolf"
1366,"Woolf_Night_1919_164","Woolf"
1367,"Woolf_Night_1919_165","Woolf"
1368,"Woolf_Night_1919_166","Woolf"
1369,"Woolf_Night_1919_167","Woolf"
1370,"Woolf_Night_1919_168","Woolf"
1371,"Woolf_Night_1919_169","Woolf"
1372,"Woolf_Night_1919_170","Woolf"
1373,"Woolf_Years_1937_1","Woolf"
1374,"Woolf_Years_1937_2","Woolf"
1375,"Woolf_Years_1937_3","Woolf"
1376,"Woolf_Years_1937_4","Woolf"
1377,"Woolf_Years_1937_5","Woolf"
1378,"Woolf_Years_1937_6","Woolf"
1379,"Woolf_Years_1937_7","Woolf"
1380,"Woolf_Years_1937_8","Woolf"
1381,"Woolf_Years_1937_9","Woolf"
1382,"Woolf_Years_1937_10","Woolf"
1383,"Woolf_Years_1937_11","Woolf"
1384,"Woolf_Years_1937_12","Woolf"
1385,"Woolf_Years_1937_13","Woolf"
1386,"Woolf_Years_1937_14","Woolf"
1387,"Woolf_Years_1937_15","Woolf"
1388,"Woolf_Years_1937_16","Woolf"
1389,"Woolf_Years_1937_17","Woolf"
1390,"Woolf_Years_1937_18","Woolf"
1391,"Woolf_Years_1937_19","Woolf"
1392,"Woolf_Years_1937_20","Woolf"
1393,"Woolf_Years_1937_21","Woolf"
1394,"Woolf_Years_1937_22","Woolf"
1395,"Woolf_Years_1937_23","Woolf"
1396,"Woolf_Years_1937_24","Woolf"
1397,"Woolf_Years_1937_25","Woolf"
1398,"Woolf_Years_1937_26","Woolf"
1399,"Woolf_Years_1937_27","Woolf"
1400,"Woolf_Years_1937_28","Woolf"
1401,"Woolf_Years_1937_29","Woolf"
1402,"Woolf_Years_1937_30","Woolf"
1403,"Woolf_Years_1937_31","Woolf"
1404,"Woolf_Years_1937_32","Woolf"
1405,"Woolf_Years_1937_33","Woolf"
1406,"Woolf_Years_1937_34","Woolf"
1407,"Woolf_Years_1937_35","Woolf"
1408,"Woolf_Years_1937_36","Woolf"
1409,"Woolf_Years_1937_37","Woolf"
1410,"Woolf_Years_1937_38","Woolf"
1411,"Woolf_Years_1937_39","Woolf"
1412,"Woolf_Years_1937_40","Woolf"
1413,"Woolf_Years_1937_41","Woolf"
1414,"Woolf_Years_1937_42","Woolf"
1415,"Woolf_Years_1937_43","Woolf"
1416,"Woolf_Years_1937_44","Woolf"
1417,"Woolf_Years_1937_45","Woolf"
1418,"Woolf_Years_1937_46","Woolf"
1419,"Woolf_Years_1937_47","Woolf"
1420,"Woolf_Years_1937_48","Woolf"
1421,"Woolf_Years_1937_49","Woolf"
1422,"Woolf_Years_1937_50","Woolf"
1423,"Woolf_Years_1937_51","Woolf"
1424,"Woolf_Years_1937_52","Woolf"
1425,"Woolf_Years_1937_53","Woolf"
1426,"Woolf_Years_1937_54","Woolf"
1427,"Woolf_Years_1937_55","Woolf"
1428,"Woolf_Years_1937_56","Woolf"
1429,"Woolf_Years_1937_57","Woolf"
1430,"Woolf_Years_1937_58","Woolf"
1431,"Woolf_Years_1937_59","Woolf"
1432,"Woolf_Years_1937_60","Woolf"
1433,"Woolf_Years_1937_61","Woolf"
1434,"Woolf_Years_1937_62","Woolf"
1435,"Woolf_Years_1937_63","Woolf"
1436,"Woolf_Years_1937_64","Woolf"
1437,"Woolf_Years_1937_65","Woolf"
1438,"Woolf_Years_1937_66","Woolf"
1439,"Woolf_Years_1937_67","Woolf"
1440,"Woolf_Years_1937_68","Woolf"
1441,"Woolf_Years_1937_69","Woolf"
1442,"Woolf_Years_1937_70","Woolf"
1443,"Woolf_Years_1937_71","Woolf"
1444,"Woolf_Years_1937_72","Woolf"
1445,"Woolf_Years_1937_73","Woolf"
1446,"Woolf_Years_1937_74","Woolf"
1447,"Woolf_Years_1937_75","Woolf"
1448,"Woolf_Years_1937_76","Woolf"
1449,"Woolf_Years_1937_77","Woolf"
1450,"Woolf_Years_1937_78","Woolf"
1451,"Woolf_Years_1937_79","Woolf"
1452,"Woolf_Years_1937_80","Woolf"
1453,"Woolf_Years_1937_81","Woolf"
1454,"Woolf_Years_1937_82","Woolf"
1455,"Woolf_Years_1937_83","Woolf"
1456,"Woolf_Years_1937_84","Woolf"
1457,"Woolf_Years_1937_85","Woolf"
1458,"Woolf_Years_1937_86","Woolf"
1459,"Woolf_Years_1937_87","Woolf"
1460,"Woolf_Years_1937_88","Woolf"
1461,"Woolf_Years_1937_89","Woolf"
1462,"Woolf_Years_1937_90","Woolf"
1463,"Woolf_Years_1937_91","Woolf"
1464,"Woolf_Years_1937_92","Woolf"
1465,"Woolf_Years_1937_93","Woolf"
1466,"Woolf_Years_1937_94","Woolf"
1467,"Woolf_Years_1937_95","Woolf"
1468,"Woolf_Years_1937_96","Woolf"
1469,"Woolf_Years_1937_97","Woolf"
1470,"Woolf_Years_1937_98","Woolf"
1471,"Woolf_Years_1937_99","Woolf"
1472,"Woolf_Years_1937_100","Woolf"
1473,"Woolf_Years_1937_101","Woolf"
1474,"Woolf_Years_1937_102","Woolf"
1475,"Woolf_Years_1937_103","Woolf"
1476,"Woolf_Years_1937_104","Woolf"
1477,"Woolf_Years_1937_105","Woolf"
1478,"Woolf_Years_1937_106","Woolf"
1479,"Woolf_Years_1937_107","Woolf"
1480,"Woolf_Years_1937_108","Woolf"
1481,"Woolf_Years_1937_109","Woolf"
1482,"Woolf_Years_1937_110","Woolf"
1483,"Woolf_Years_1937_111","Woolf"
1484,"Woolf_Years_1937_112","Woolf"
1485,"Woolf_Years_1937_113","Woolf"
1486,"Woolf_Years_1937_114","Woolf"
1487,"Woolf_Years_1937_115","Woolf"
1488,"Woolf_Years_1937_116","Woolf"
1489,"Woolf_Years_1937_117","Woolf"
1490,"Woolf_Years_1937_118","Woolf"
1491,"Woolf_Years_1937_119","Woolf"
1492,"Woolf_Years_1937_120","Woolf"
1493,"Woolf_Years_1937_121","Woolf"
1494,"Woolf_Years_1937_122","Woolf"
1495,"Woolf_Years_1937_123","Woolf"
1496,"Woolf_Years_1937_124","Woolf"
1497,"Woolf_Years_1937_125","Woolf"
1498,"Woolf_Years_1937_126","Woolf"
1499,"Woolf_Years_1937_127","Woolf"
1500,"Woolf_Years_1937_128","Woolf"
1501,"Woolf_Years_1937_129","Woolf"
1502,"Woolf_Years_1937_130","Woolf"
1503,"Woolf_Years_1937_131","Woolf"
